station_id,station_name
2044,Macejkovicport
2045,Port Cyrus
2046,Buckridgeberg
2047,Zaidabury
2048,Kelvinland
2049,West Lawrence
2050,Harleymouth
2051,Port Marioberg
2052,North Palmira
2053,Chadborough
2054,South Mariettaville
2055,West Dalemouth
2056,East Laverne
2057,North Adanstad
2058,East Irmgard
2059,Westton
2060,West Michal
2061,East Bradley
2062,Devinbury
2063,East Louieberg
2064,Carrolmouth
2065,Myronville
2066,South Raymonstad
2067,Schoenborough
2068,Dorieton
2069,Ernestburgh
2070,Taynaland
2071,North Werner
2072,North Milagros
2073,Port Kellyville
2074,New Arturofurt
2075,Lauraport
2076,New Careychester
2077,Jannieville
2078,North Derrickborough
2079,Virgiltown
2080,Hahnshire
2081,South Rashadfort
2082,Baileystad
2083,Kochchester
2084,South Earnestside
2085,South Angelita
2086,Kurtismouth
2087,Colechester
2088,South Aleshiatown
2089,North Ali
2090,West Lucio
2091,Noeliafort
2092,West Walterstad
2093,East Shinton
2094,New Jed
2095,Alphonsostad
2096,North Booker
2097,O'Reillychester
2098,Luannton
2099,Lake Jasmine
2100,Raynorport
2101,South Venice
2102,Ezequielshire
2103,Conroyberg
2104,Turnerton
2105,New Celestine
2106,Lake Freddie
2107,Port Shannonfurt
2108,West Nathanielbury
2109,Klingport
2110,Jovanfurt
2111,North Demetriusville
2112,Ullrichmouth
2113,South Merlinport
2114,Lake Pamula
2115,Jacobschester
2116,Funkside
2117,Port Kandis
2118,Yukstad
2119,Port Aureliomouth
2120,West Fernandoport
2121,New Lottie
2122,North Michaele
2123,West Madgeshire
2124,Lake Arnita
2125,Medhurstport
2126,Schambergerburgh
2127,Shalandahaven
2128,Lake Rudolf
2129,Pouroshaven
2130,North Jerilyn
2131,West Tanishamouth
2132,Port Trang
2133,Port Albertmouth
2134,West Avisborough
2135,Waltermouth
2136,Karinashire
2137,East Omar
2138,Kshlerinchester
2139,Legrosfurt
2140,Scottiefort
2141,North Valorietown
2142,Sharyltown
2143,Port Mitchborough
2144,West Deweyshire
2145,Cruickshankfort
2146,Mosesfort
2147,West Jospehberg
2148,New Lan
2149,Rosannechester
2150,Bednarfort
2151,Koreyberg
2152,Port Ladyshire
2153,East Sparkle
2154,Kesslerport
2155,New Justine
2156,Cletusmouth
2157,Corkeryland
2158,Maxwellhaven
2159,Lake Terrellshire
2160,New Leandrahaven
2161,Gerholdport
2162,Hilllshire
2163,Streichmouth
2164,South Blaine
2165,Lake Noahhaven
2166,Marisahaven
2167,New Liliaberg
2168,Port Barbarville
2169,Geraldoshire
2170,West Damianside
2171,Christiansenport
2172,Bernierfort
2173,Predovicshire
2174,Port Dorseyfurt
2175,Nannettetown
2176,Maisietown
2177,Caridadchester
2178,East Britteny
2179,West Renna
2180,West Annalee
2181,Port Elbert
2182,Bernardostad
2183,New Adolphmouth
2184,Jinfurt
2185,Rudyberg
2186,New Joetta
2187,West Sandy
2188,North Sylviaberg
2189,New Shawnberg
2190,New Damion
2191,East Percystad
2192,New Eugena
2193,Lake Napoleonborough
2194,East Kazuko
2195,South Coy
2196,Sallieview
2197,East Leonardo
2198,Lake Emely
2199,Lake Anhport
2200,South Larissamouth
2201,Cleorabury
2202,West Melody
2203,Huelsbury
2204,Hermannville
2205,Satterfieldshire
2206,Germanberg
2207,Port Galeton
2208,Abernathyton
2209,Lake Thersa
2210,West Edytheside
2211,South Taisha
2212,South Doria
2213,Port Kelly
2214,Gislasonville
2215,Lissabury
2216,East Robt
2217,Geraldomouth
2218,Port Abdulfort
2219,Schaeferbury
2220,Donitamouth
2221,Darwinton
2222,Lake Laticia
2223,Brookemouth
2224,Hilllchester
2225,Keelingview
2226,Ullrichland
2227,West Raymond
2228,New Cyrstal
2229,North Lesside
2230,Port Cory
2231,Port Joaquinland
2232,West Adolph
2233,East Carmen
2234,Francestown
2235,Johnieville
2236,Murphybury
2237,Jakubowskihaven
2238,Woodrowborough
2239,New Courtney
2240,Lake Arnold
2241,North Keishaview
2242,New Gordon
2243,West Mohammedland
2244,South Michaelshire
2245,Rosettatown
2246,South Jamel
2247,East Heikemouth
2248,North Weldonberg
2249,Handchester
2250,Sandyport
2251,Lake Lynnettetown
2252,New Usha
2253,Lake Thad
2254,New Gaylechester
2255,Lake Augustineburgh
2256,New Teddy
2257,Maxbury
2258,North Hermila
2259,Lake Kylebury
2260,Dickinsonside
2261,Pfannerstillmouth
2262,New Oleneville
2263,Carmonland
2264,Richfurt
2265,West Tequila
2266,Rossfurt
2267,West Elizebeth
2268,Vestaburgh
2269,South Hugoberg
2270,Shanahantown
2271,East Kenethfurt
2272,D'Amorestad
2273,West Marquitta
2274,Cummeratafurt
2275,Annalisaside
2276,Monroeport
2277,East Lionel
2278,East Elliotbury
2279,Mikelhaven
2280,North Evonhaven
2281,Prohaskaview
2282,Lake Erwinhaven
2283,Rubinburgh
2284,North Lyda
2285,West Shantehaven
2286,South Carmen
2287,West Benjamin
2288,New Charles
2289,Port Duanetown
2290,Raynortown
2291,West Wendellview
2292,East Rosia
2293,Jacobsonmouth
2294,West Karen
2295,Waynehaven
2296,Buckridgehaven
2297,Ervinmouth
2298,Mauriciobury
2299,West Josue
2300,New Alta
2301,New Norbertotown
2302,North Cyndiland
2303,Port Jeri
2304,Brownmouth
2305,East Iolaland
2306,East Kittie
2307,Carlosview
2308,South Parkerhaven
2309,North Rayfordtown
2310,Port Terencehaven
2311,West Barton
2312,Clementeside
2313,Ciaratown
2314,Nedraton
2315,Florafort
2316,Port Noraton
2317,Port Arianne
2318,North Leifbury
2319,Cristinview
2320,Steuberside
2321,South Verona
2322,West Melida
2323,West Sam
2324,Lake Tieshatown
2325,Florentinoton
2326,Medhurstshire
2327,North Arthurbury
2328,New Ashley
2329,Gerlachville
2330,Beattymouth
2331,Priceland
2332,Port Hollismouth
2333,Larsonfurt
2334,Randalmouth
2335,South Steviebury
2336,Greenfelderton
2337,Casimiraside
2338,Gloverland
2339,Darabury
2340,West Pastyborough
2341,Lindbury
2342,Daphineton
2343,Port Rosalia
2344,Masonberg
2345,New Graig
2346,East Sook
2347,Delberttown
2348,Yongberg
2349,Ronnymouth
2350,East Travis
2351,West Forrestborough
2352,Swaniawskiland
2353,South Kristina
2354,East Tammy
2355,North Cristihaven
2356,Bennettberg
2357,Lake Tim
2358,Leciashire
2359,Lake Marlinmouth
2360,Susannburgh
2361,McDermottfurt
2362,West Myungton
2363,Hauckhaven
2364,New Ralphstad
2365,West Julie
2366,Kundeshire
2367,Schinnershire
2368,Lake Doloresstad
2369,New Tyler
2370,East Starport
2371,Port Woodrow
2372,North Keithfurt
2373,North Bryce
2374,South Moseville
2375,Eldonside
2376,New Britthaven
2377,Douglasville
2378,Chungport
2379,Port Eliberg
2380,New Nicholasport
2381,Torpton
2382,Basilburgh
2383,Schuppehaven
2384,Ernserview
2385,Hegmannmouth
2386,South Shirley
2387,Sammiefurt
2388,West Valda
2389,West Bradybury
2390,North Jerryton
2391,Akikofurt
2392,North Rudolphborough
2393,Lake Magaliview
2394,Cassinberg
2395,New Wilfredo
2396,West Ike
2397,Renaldotown
2398,Waltershire
2399,Claudton
2400,South Geraldshire
2401,Dickensfort
2402,North Mauricio
2403,East Altonland
2404,Lake Tonyshire
2405,North Lawannafurt
2406,South Rossiefort
2407,Arlenaborough
2408,North Erynmouth
2409,North Blythetown
2410,West Titus
2411,Connellymouth
2412,Lake Josiah
2413,Port Cira
2414,North Ismael
2415,New Debbychester
2416,New Loyce
2417,Deidraland
2418,Leschmouth
2419,Gabriellestad
2420,Greenholtside
2421,South Carmelofurt
2422,Maggioborough
2423,Jameebury
2424,Jcburgh
2425,Strackehaven
2426,New Leighaport
2427,South Mike
2428,McDermottshire
2429,Malissaburgh
2430,New Juliantown
2431,Port Domingochester
2432,Grimeshaven
2433,Rohanstad
2434,Naderland
2435,Gerlachfurt
2436,Lake Dominqueborough
2437,Port Marty
2438,Feeneymouth
2439,Rueckerberg
2440,Rueckermouth
2441,Scottybury
2442,East Jordan
2443,West Camille
2444,Princetown
2445,Keeblerhaven
2446,Lake Geri
2447,East Alverashire
2448,Oberbrunnerberg
2449,West Freedaborough
2450,Port Clayton
2451,Lake Jacquelinmouth
2452,East Bryan
2453,West Eldon
2454,Timothyville
2455,Hayesside
2456,Port Clint
2457,Lake Nickie
2458,Dewittshire
2459,Bruenfurt
2460,Johnsville
2461,Lizethmouth
2462,Smithstad
2463,Koelpinborough
2464,West Tyrone
2465,Hirtheland
2466,Boyletown
2467,Rolandshire
2468,North Damienshire
2469,Ahmedshire
2470,Hayesburgh
2471,Lake Cody
2472,East Krisberg
2473,Lake Jeannettamouth
2474,New Dalia
2475,Lake Evanport
2476,South Brookhaven
2477,Priceton
2478,Port Chantay
2479,Carterbury
2480,Lake Vanesa
2481,West Jasmine
2482,New Roxiechester
2483,New Haiport
2484,North Vernton
2485,New Rupert
2486,North Daryl
2487,Olsonfort
2488,West Charlynfurt
2489,Lake Kyra
2490,Jacquiburgh
2491,Todborough
2492,Lettietown
2493,Lake Leonardo
2494,Port Wernermouth
2495,West Temple
2496,Kimihaven
2497,South Marlinfurt
2498,Boehmborough
2499,Boganton
2500,Weissnatton
2501,New Gina
2502,West Gustavoborough
2503,Osinskitown
2504,South Etta
2505,Ullrichside
2506,Lake Hollisfurt
2507,Francesview
2508,West Mingport
2509,Port Marjoriestad
2510,West Rodney
2511,Padbergton
2512,West Hosea
2513,Waelchifurt
2514,Roxannabury
2515,Konopelskichester
2516,Cristtown
2517,Elvinmouth
2518,West Antonyberg
2519,Vandervortville
2520,Magenmouth
2521,Lake Nickolasfort
2522,Alisonbury
2523,New Marylinmouth
2524,North Abbie
2525,West Lowellbury
2526,Port Maryaliceberg
2527,Pagacland
2528,West Marlinfurt
2529,Simaville
2530,Lexieton
2531,Nieveschester
2532,Lake Thalia
2533,Brianton
2534,New Eldoratown
2535,North Kennyville
2536,Port Erich
2537,West Shaeland
2538,New Chester
2539,East Jon
2540,South Edgarport
2541,Reneshire
2542,Patland
2543,Caronhaven
2544,New Lorraineton
2545,Kasandrabury
2546,New Kaliside
2547,Mrazshire
2548,Bauchview
2549,Predovicville
2550,Abshirebury
2551,Port Wilfredo
2552,Port Sherilyn
2553,North Renaeland
2554,Roccotown
2555,Daronfort
2556,Mickeyburgh
2557,Juniorburgh
2558,Claytonport
2559,Cheryleberg
2560,West Michealville
2561,Rathside
2562,Terrahaven
2563,Lake Hilario
2564,Felicitashaven
2565,Port Belvamouth
2566,Bartellmouth
2567,North Norikoberg
2568,East Tianashire
2569,Danmouth
2570,Okunevaville
2571,West Wendie
2572,Effertzmouth
2573,West Sherilyn
2574,Walshstad
2575,West Deannton
2576,Shanahanborough
2577,East Sibylshire
2578,Lake Lorenzo
2579,South Kyleton
2580,Letitiaberg
2581,New Rolfton
2582,Ritchietown
2583,Reichertport
2584,Breitenbergburgh
2585,Lake Joseph
2586,East Harlandfort
2587,Lamarborough
2588,East Rosenaport
2589,West Truman
2590,Boganfurt
2591,Derickborough
2592,Dickiburgh
2593,Port Vickiside
2594,Dickinsonhaven
2595,South Vernellburgh
2596,South Mattberg
2597,Treenaburgh
2598,New Kenland
2599,Mariamberg
2600,Erdmanton
2601,Uptonberg
2602,West Jess
2603,Hamillstad
2604,Dickside
2605,Pedroville
2606,South Irvinmouth
2607,Port Tierraberg
2608,Kubburgh
2609,Willettaborough
2610,Lake Laquanda
2611,Rosenbaumstad
2612,Granvillefurt
2613,South Demetriaside
2614,New Clyde
2615,West Nicholas
2616,Andersonborough
2617,East Berry
2618,Jamesport
2619,North Mora
2620,West Ellsworth
2621,Cammiestad
2622,South Rayna
2623,Harmonyberg
2624,Mayertfort
2625,Cecilview
2626,Morissetteport
2627,North Stephine
2628,East Ethan
2629,Lake Talitha
2630,West Keneth
2631,Port Clementina
2632,Lake Carissa
2633,North Guy
2634,Robertoview
2635,Larsonside
2636,Lake Lavern
2637,Cronashire
2638,Edisonstad
2639,Labadieberg
2640,Hermanchester
2641,Ernsertown
2642,Joieberg
2643,Christianaland
2644,Heathcotefurt
2645,North Madlyn
2646,North Hassan
2647,Veumchester
2648,Framiburgh
2649,North Lanette
2650,Considineland
2651,West Lucinaborough
2652,South Michel
2653,East George
2654,North Lesiaburgh
2655,South Shaquitaland
2656,Cummerataville
2657,West Jayson
2658,West Lashaymouth
2659,Langworthville
2660,Port Erick
2661,Shelbabury
2662,Port Debora
2663,Homenickshire
2664,West Luci
2665,Towneville
2666,Hillsberg
2667,South Almeda
2668,Gorczanyberg
2669,Parkerside
2670,Bernieside
2671,New Delmer
2672,South Claude
2673,Erdmanmouth
2674,New Lynell
2675,Port Milagroshire
2676,Shieldshaven
2677,Bradhaven
2678,New Emmie
2679,Mooremouth
2680,Cartwrightfurt
2681,Cassinville
2682,Lake Jeffersonport
2683,Lamarton
2684,West Robinfort
2685,New Natoshamouth
2686,New Ahmedfurt
2687,Lake Bernetta
2688,Port Oren
2689,East Emogene
2690,North Hilton
2691,Pollichshire
2692,Sheltonmouth
2693,East Kallie
2694,Port Marioton
2695,Mayerton
2696,East Leopoldohaven
2697,Andersonchester
2698,Socorroborough
2699,Port Brantburgh
2700,Collierstad
2701,New Antoine
2702,Suzyview
2703,New Ludivinashire
2704,Lake Erlineborough
2705,McDermottburgh
2706,Tomichester
2707,South Mercedesstad
2708,North Ike
2709,Armstrongport
2710,Halvorsonmouth
2711,Jonesville
2712,Port Lucreciachester
2713,East Noelleshire
2714,Isaiahburgh
2715,Octavioport
2716,Dickensfurt
2717,Turnerberg
2718,McKenzieland
2719,South Tiffanie
2720,North Larry
2721,Marciside
2722,Lylamouth
2723,East Jeroldville
2724,Port Mel
2725,North Titusview
2726,Port Micahbury
2727,Erikamouth
2728,Welchport
2729,Oberbrunnerstad
2730,Lake Lashawndamouth
2731,New Casimira
2732,Grimesport
2733,Manualmouth
2734,Raymondshire
2735,Carleechester
2736,Sydneyview
2737,Laverneborough
2738,Edport
2739,Dickinsonport
2740,Jeanaburgh
2741,Dalialand
2742,Dexterport
2743,Lake Stanton
2744,South Mickey
2745,West Edgarmouth
2746,West Fairyhaven
2747,Shawnton
2748,Lake Raul
2749,East Yvonefort
2750,Bogisichburgh
2751,Theodorefort
2752,Batzburgh
2753,New Shirly
2754,Eugenefurt
2755,Port Fredstad
2756,Uptonshire
2757,Emardberg
2758,New Trinidad
2759,Port Lowellberg
2760,Lake Trevorport
2761,Andersonmouth
2762,East Hyonfurt
2763,East Hazelport
2764,Pagacborough
2765,South Cynthia
2766,New Hana
2767,Phillipshire
2768,Wymanberg
2769,Lake Kerri
2770,Lake Buford
2771,Lake Darrylfurt
2772,North Coleman
2773,Carmelinaville
2774,North Karima
2775,Feeneyhaven
2776,East Douglassbury
2777,Reichertville
2778,Haleyfurt
2779,South Reubenville
2780,Roybury
2781,Quigleyborough
2782,Port Hong
2783,New Annamarieland
2784,North Scot
2785,Garyburgh
2786,East Brianneborough
2787,Terryborough
2788,New Jarrettfort
2789,South Frantown
2790,Carterberg
2791,Wildermanhaven
2792,Carloton
2793,Veumborough
2794,New Lizzettehaven
2795,Port Zane
2796,Trantowside
2797,Stehrberg
2798,West Carylon
2799,East Burtonmouth
2800,North Asleyborough
2801,South Royalville
2802,Olsonchester
2803,Kilbackberg
2804,Port Billy
2805,North Keven
2806,East Manual
2807,McKenzieborough
2808,Shanahanmouth
2809,Javierfurt
2810,Leeannton
2811,Port Hsiufurt
2812,Lake Cedric
2813,Earliemouth
2814,Lake Jongton
2815,O'Connerbury
2816,East Sharistad
2817,Homershire
2818,West Ted
2819,Bashirianberg
2820,West Darenborough
2821,South Chad
2822,Minnieborough
2823,South Mayaport
2824,East Arlie
2825,Port Madalineport
2826,North Queen
2827,Mullerfurt
2828,New Marlen
2829,Mellieview
2830,New Weldon
2831,Delorseside
2832,Stoltenbergburgh
2833,Valenefurt
2834,South Kileyborough
2835,East Jonelle
2836,Terryfurt
2837,East Issac
2838,Maxland
2839,Guillermostad
2840,West Hamouth
2841,North Guillermofort
2842,West Clydeberg
2843,Karlyland
2844,Westfort
2845,Kassulkehaven
2846,East Lien
2847,Lake Abrahamfort
2848,Runtefort
2849,North Estelleport
2850,New Melvina
2851,Port Cinderellaton
2852,Florentinachester
2853,Lelahfort
2854,East Seymourmouth
2855,Manntown
2856,Gertudeborough
2857,East Thersa
2858,Danialland
2859,New Emelinebury
2860,South Tynishashire
2861,Jakubowskiview
2862,Derickfort
2863,Port Darcimouth
2864,North Raeberg
2865,Port Edgardoborough
2866,South Mora
2867,West Edgardo
2868,East Tomika
2869,Doreenmouth
2870,Port Chongshire
2871,Lake Cedricberg
2872,North Annikahaven
2873,New Erichmouth
2874,Lake Thanhview
2875,Tylerstad
2876,West Collenestad
2877,Port Kendrickville
2878,Robbyville
2879,South Carlo
2880,Lake Everettebury
2881,West Claratown
2882,East Michelina
2883,Port Celia
2884,Hoppeview
2885,Lake Johnnie
2886,Daniashire
2887,Suzanneton
2888,Flatleyland
2889,Allenbury
2890,Leostad
2891,Port Reggie
2892,Mrazfurt
2893,South Granville
2894,Port Loryborough
2895,New Shari
2896,Marleenland
2897,New Herman
2898,Port Adamton
2899,Durganside
2900,Debbieside
2901,Juliushaven
2902,North Enochchester
2903,East Alana
2904,South Hoseaberg
2905,Port Porfirio
2906,New Jonihaven
2907,Runtestad
2908,Bartolettiland
2909,Graigtown
2910,Lake Kerenton
2911,Port Patside
2912,South Cletushaven
2913,Millsfurt
2914,Mauroport
2915,Monteville
2916,Venashire
2917,Tempiebury
2918,Mohrborough
2919,Irashire
2920,Denitafort
2921,East Myronburgh
2922,Lake Jules
2923,D'Amoreville
2924,West Candiland
2925,New Kourtney
2926,North Willard
2927,Marentown
2928,Emardtown
2929,North Marylou
2930,North Rickyfurt
2931,Harriettfort
2932,Beierview
2933,Aureliofurt
2934,Schaeferchester
2935,East Joestad
2936,Kyleville
2937,North Gilbert
2938,East Lang
2939,Earlton
2940,Satterfieldland
2941,Port Chrisburgh
2942,Wisozkside
2943,Maxwellfort
2944,Beierfurt
2945,Lake Marcel
2946,Weissnatfort
2947,South Marylou
2948,South Korey
2949,West Gerald
2950,Port Sharondabury
2951,Esterville
2952,Lake Leighborough
2953,Huelsview
2954,Dachborough
2955,Irvingland
2956,Veroniquemouth
2957,Renaport
2958,West Palmirashire
2959,East Linette
2960,Armandoside
2961,Walkermouth
2962,Franeckihaven
2963,Blakeshire
2964,East Lacresha
2965,East Fidelabury
2966,Cristobalmouth
2967,South Norberto
2968,Shayneberg
2969,Robertmouth
2970,Breitenbergchester
2971,Reichertton
2972,New Hipolitoshire
2973,Alvamouth
2974,Brandonfurt
2975,Port Lino
2976,South Markitamouth
2977,Emmerichfurt
2978,East Napoleon
2979,Donnettaton
2980,Maureenside
2981,Lenardborough
2982,North Montehaven
2983,East Larueview
2984,Sauerton
2985,West Timothyton
2986,South Azucena
2987,New Fredia
2988,Nichollefurt
2989,Ritchieburgh
2990,Lake Jameyfort
2991,Raynorton
2992,East Hyman
2993,Lake Koryview
2994,Lefflerville
2995,Jakubowskiberg
2996,Tyraberg
2997,Keithview
2998,Kariechester
2999,South Santo
3000,New Winstonmouth
3001,West Jolene
3002,North Sammy
3003,South Judeberg
3004,Diegoport
3005,Feilfort
3006,Stiedemannmouth
3007,Port Rhettstad
3008,West Eliseochester
3009,Rosenbaumburgh
3010,East Carisa
3011,Marshalltown
3012,Lake Edgardofort
3013,Annitaton
3014,Langoshburgh
3015,New Alonzo
3016,East Reggiefurt
3017,Dollieton
3018,Nienowberg
3019,Ashelyside
3020,Lake Brandenfort
3021,Galenfort
3022,Cormierborough
3023,Aprylshire
3024,Marlahaven
3025,New Tarenhaven
3026,West Brendan
3027,Macejkovicburgh
3028,North Chiekoshire
3029,Dietrichton
3030,Denesikhaven
3031,East Shauntamouth
3032,West Monteview
3033,Karlview
3034,West Keena
3035,Kuhlmanberg
